"Date","Price","Open","High","Low","Vol.","Change %"
"05/30/2025","5,911.69","5,903.67","5,922.14","5,843.66","","-0.01%"
"05/29/2025","5,912.17","5,939.96","5,943.13","5,873.80","","0.40%"
"05/28/2025","5,888.55","5,925.54","5,939.92","5,881.88","","-0.56%"
"05/27/2025","5,921.54","5,854.07","5,924.33","5,854.07","","2.05%"
"05/23/2025","5,802.82","5,781.89","5,829.51","5,767.41","","-0.67%"
"05/22/2025","5,842.01","5,841.26","5,878.08","5,825.82","","-0.04%"
"05/21/2025","5,844.61","5,910.18","5,938.37","5,830.91","","-1.61%"
"05/20/2025","5,940.46","5,944.66","5,953.06","5,909.26","","-0.39%"
"05/19/2025","5,963.60","5,902.88","5,968.61","5,895.69","","0.09%"
"05/16/2025","5,958.38","5,929.09","5,958.62","5,907.36","","0.70%"
"05/15/2025","5,916.93","5,869.82","5,924.21","5,865.16","","0.41%"
"05/14/2025","5,892.58","5,896.74","5,906.55","5,872.11","","0.10%"
"05/13/2025","5,886.55","5,854.15","5,906.64","5,845.02","","0.72%"
"05/12/2025","5,844.19","5,807.20","5,845.37","5,786.08","","3.26%"
"05/09/2025","5,659.91","5,679.65","5,691.69","5,644.15","","-0.07%"
"05/08/2025","5,663.94","5,663.60","5,720.10","5,635.38","","0.58%"
"05/07/2025","5,631.28","5,614.18","5,654.73","5,578.64","","0.43%"
"05/06/2025","5,606.91","5,605.87","5,649.58","5,586.04","","-0.77%"
"05/05/2025","5,650.38","5,655.32","5,683.38","5,634.48","","-0.64%"
"05/02/2025","5,686.67","5,645.88","5,700.70","5,642.28","","1.47%"
"05/01/2025","5,604.14","5,625.14","5,658.91","5,597.35","","0.63%"
"04/30/2025","5,569.06","5,499.44","5,581.84","5,433.24","","0.15%"
"04/29/2025","5,560.83","5,508.87","5,571.95","5,505.70","","0.58%"
"04/28/2025","5,528.75","5,529.22","5,553.66","5,468.64","","0.06%"
"04/25/2025","5,525.21","5,489.73","5,528.11","5,455.86","","0.74%"
"04/24/2025","5,484.77","5,381.38","5,489.40","5,371.96","","2.03%"
"04/23/2025","5,375.86","5,395.92","5,469.69","5,356.17","","1.67%"
"04/22/2025","5,287.76","5,207.67","5,309.61","5,207.67","","2.51%"
"04/21/2025","5,158.20","5,232.94","5,232.94","5,101.63","","-2.36%"
"04/17/2025","5,282.70","5,305.45","5,328.31","5,255.58","","0.13%"
"04/16/2025","5,275.70","5,335.75","5,367.24","5,220.79","","-2.24%"
"04/15/2025","5,396.63","5,411.99","5,450.41","5,386.44","","-0.17%"
"04/14/2025","5,405.97","5,441.96","5,459.46","5,358.02","","0.79%"
"04/11/2025","5,363.36","5,255.56","5,381.46","5,220.77","","1.81%"
"04/10/2025","5,268.05","5,353.15","5,353.15","5,115.27","","-3.46%"
"04/09/2025","5,456.90","4,965.28","5,481.34","4,948.43","","9.52%"
"04/08/2025","4,982.77","5,193.57","5,267.47","4,910.42","","-1.57%"
"04/07/2025","5,062.25","4,953.79","5,246.57","4,835.04","","-0.23%"
"04/04/2025","5,074.08","5,292.14","5,292.14","5,069.90","","-5.97%"
"04/03/2025","5,396.52","5,492.74","5,499.53","5,390.83","","-4.84%"
"04/02/2025","5,670.97","5,580.76","5,695.31","5,571.48","","0.67%"
"04/01/2025","5,633.07","5,597.53","5,650.57","5,558.52","","0.38%"
"03/31/2025","5,611.85","5,527.91","5,627.56","5,488.73","","0.55%"
"03/28/2025","5,580.94","5,679.20","5,685.89","5,572.42","","-1.97%"
"03/27/2025","5,693.31","5,695.64","5,732.28","5,670.94","","-0.33%"
"03/26/2025","5,712.20","5,771.66","5,783.62","5,694.41","","-1.12%"
"03/25/2025","5,776.65","5,775.96","5,786.95","5,760.42","","0.16%"
"03/24/2025","5,767.57","5,718.08","5,775.14","5,718.08","","1.76%"
"03/21/2025","5,667.56","5,630.73","5,670.84","5,603.10","","0.08%"
"03/20/2025","5,662.89","5,646.92","5,711.15","5,632.33","","-0.22%"
"03/19/2025","5,675.29","5,632.37","5,715.33","5,622.20","","1.08%"
"03/18/2025","5,614.66","5,654.53","5,654.53","5,597.76","","-1.07%"
"03/17/2025","5,675.12","5,635.60","5,703.52","5,631.12","","0.64%"
"03/14/2025","5,638.94","5,563.85","5,645.27","5,563.85","","2.13%"
"03/13/2025","5,521.52","5,594.45","5,597.78","5,504.65","","-1.39%"
"03/12/2025","5,599.30","5,624.84","5,642.19","5,546.09","","0.49%"
"03/11/2025","5,572.07","5,603.65","5,636.30","5,528.41","","-0.76%"
"03/10/2025","5,614.56","5,705.37","5,705.37","5,564.02","","-2.70%"
"03/07/2025","5,770.20","5,726.01","5,783.01","5,666.29","","0.55%"
"03/06/2025","5,738.52","5,785.87","5,812.08","5,711.64","","-1.78%"
"03/05/2025","5,842.63","5,781.36","5,860.59","5,742.35","","1.12%"
"03/04/2025","5,778.15","5,811.98","5,865.08","5,732.59","","-1.22%"
"03/03/2025","5,849.72","5,968.33","5,986.09","5,810.91","","-1.76%"
"02/28/2025","5,954.50","5,856.74","5,959.40","5,837.66","","1.59%"
"02/27/2025","5,861.57","5,981.88","5,993.69","5,858.78","","-1.59%"
"02/26/2025","5,956.06","5,970.87","6,009.82","5,932.69","","0.01%"
"02/25/2025","5,955.25","5,982.73","5,992.65","5,908.49","","-0.47%"
"02/24/2025","5,983.25","6,026.69","6,043.65","5,977.83","","-0.50%"
"02/21/2025","6,013.13","6,114.10","6,114.82","6,008.56","","-1.71%"
"02/20/2025","6,117.52","6,134.50","6,134.50","6,084.59","","-0.43%"
"02/19/2025","6,144.15","6,117.76","6,147.43","6,111.15","","0.24%"
"02/18/2025","6,129.58","6,121.60","6,129.63","6,099.51","","0.24%"
"02/14/2025","6,114.63","6,115.52","6,127.47","6,107.62","","-0.01%"
"02/13/2025","6,115.07","6,060.59","6,116.91","6,050.95","","1.04%"
"02/12/2025","6,051.97","6,025.08","6,063.00","6,003.00","","-0.27%"
"02/11/2025","6,068.50","6,049.32","6,076.28","6,042.34","","0.03%"
"02/10/2025","6,066.44","6,046.40","6,073.38","6,044.84","","0.67%"
"02/07/2025","6,025.99","6,083.13","6,101.28","6,019.96","","-0.95%"
"02/06/2025","6,083.57","6,072.22","6,084.03","6,046.83","","0.36%"
"02/05/2025","6,061.48","6,020.45","6,062.86","6,007.06","","0.39%"
"02/04/2025","6,037.88","5,998.14","6,042.48","5,990.87","","0.72%"
"02/03/2025","5,994.57","5,969.65","6,022.13","5,923.93","","-0.76%"
"01/31/2025","6,040.53","6,096.79","6,120.91","6,030.93","","-0.50%"
"01/30/2025","6,071.17","6,050.75","6,086.64","6,027.46","","0.53%"
"01/29/2025","6,039.31","6,057.70","6,062.83","6,012.96","","-0.47%"
"01/28/2025","6,067.70","6,026.97","6,074.54","5,994.63","","0.92%"
"01/27/2025","6,012.28","5,969.04","6,017.17","5,962.92","","-1.46%"
"01/24/2025","6,101.24","6,121.43","6,128.18","6,088.74","","-0.29%"
"01/23/2025","6,118.71","6,076.32","6,118.73","6,074.67","","0.53%"
"01/22/2025","6,086.37","6,081.39","6,100.81","6,076.13","","0.61%"
"01/21/2025","6,049.24","6,014.12","6,051.51","6,006.88","","0.88%"
"01/17/2025","5,996.66","5,995.40","6,014.96","5,978.44","","1.00%"
"01/16/2025","5,937.34","5,963.61","5,964.69","5,930.72","","-0.21%"
"01/15/2025","5,949.91","5,905.21","5,960.61","5,905.21","","1.83%"
"01/14/2025","5,842.91","5,859.27","5,871.92","5,805.42","","0.11%"
"01/13/2025","5,836.22","5,782.02","5,838.61","5,773.31","","0.16%"
"01/10/2025","5,827.04","5,890.35","5,890.35","5,807.78","","-1.54%"
"01/08/2025","5,918.25","5,910.66","5,927.89","5,874.78","","0.16%"
"01/07/2025","5,909.03","5,993.26","6,000.68","5,890.68","","-1.11%"
"01/06/2025","5,975.38","5,982.81","6,021.04","5,960.01","","0.55%"
"01/03/2025","5,942.47","5,891.07","5,949.34","5,888.66","","1.26%"
"01/02/2025","5,868.55","5,903.26","5,935.09","5,829.53","","-0.22%"
